element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
Ba,-3.19212,3.3173344,-4.0036263,1.2648286,0.5036195,-3.7342649,3.3804827,2.765227,-2.5752816,1.5057106,-1.201975,-6.444171,-2.0786412,1.523197,0.96259946,-1.7960937,3.899323,-3.7227933,-6.436753,-1.97323,6.534745,-1.7759764,1.8425926,0.71039796,0.2954517,-2.5852442,0.14921004,1.962387,-0.9388369,-2.1277232,6.382277,-0.45251188,0.5101169,-6.513322,2.3058066,2.157031,-0.043828372,-0.19670784,-0.09227802,-0.737935,-2.6029484,2.0886343,5.869649,-2.8864279,-1.7206446,4.0409284,-4.1278143,1.6444684,1.7159064,0.004468326,-0.6664123,3.2448997,2.3313036,1.5050853,-4.989978,-2.0634487,1.190131,2.9498258,1.2637644,0.23639278,-3.9330876,-0.68639773,3.1062706,-3.6328492,4.0767283,-1.9520996,-7.3620257,3.6644418,-5.06203,0.5968775,0.099906944,-3.5769718,0.2385605,-2.1009908,-3.1378803,-2.7587183,0.08845584,-0.46164244,-1.4048178,1.019062,-1.2574381,-4.338339,-4.9296536,-0.3197537,-2.3325157,-0.82700795,0.46720964,0.2525521,4.9272623,-0.9835078,3.5340796,5.157732,2.8554661,-0.08964199,5.0877256,-6.7964644,-3.1484396,-4.068498,-1.1253399,0.56925374,-1.8614746,-5.1354194,-1.2841555,2.3877778,-3.5713367,1.2931831,-2.427653,-2.4591937,1.3941596,-2.9066792,-5.298508,3.3473206,-2.3251135,-7.51603,-4.2519345,1.21506,0.1481515,0.11932163,-2.6885803,0.030044131,-2.3090823,-3.2534144,-0.59024274,-5.36165,-4.6471086,1.6168225,-1.7005652,7.5170074,-3.6771312,-1.6221559,-0.16511178,-1.3791736,0.76332515,-2.7594204,-5.226555,-1.1093645,6.440904,2.5569968,2.6570835,-1.0153533,2.3874521,7.0829654,-5.165103,-4.3010135,1.8889451,1.7750207,-4.380449,-3.253714,-2.5943084,1.2565166,0.17225476,3.8929214,-5.343385,-2.056444,-3.3798487,-0.35959032,-2.1485035,0.17431064,-1.9185176,5.398472,1.7923489,-0.26635438,4.83312,2.4093573,-2.341164,0.9084319,1.7198206,-1.3778929,-2.2655008,-2.8925235,-4.286956,-4.533578,1.4194906,4.938865,-2.5424047,-3.2047937,4.663709,2.4020047,-0.4062824,1.4508184,3.719165,2.4262307,-0.59316957,1.2326368,2.5058165,-1.3771,-2.36791,4.8056884,-0.054639097,2.518087,-3.0814552,-4.6463456,2.9629924,7.0287867,0.75664204,4.1386576,2.1119428,-7.281034,0.63602495,4.397822
La,-2.4765158,0.9606054,-0.26120904,3.7006333,-0.91261053,-0.21076505,1.5304314,3.727294,-1.6136378,4.342652,-2.441597,-5.2554045,-2.58287,-1.3151801,2.0401907,0.12610169,2.079981,-4.6265883,-3.4112,0.40422797,4.408699,-1.1599418,0.77923626,3.3003643,4.536711,0.95826113,5.0466046,3.5918422,-1.298947,-5.7510467,2.4685273,1.7328525,2.8636575,-3.2665813,-2.0613167,3.1305566,2.152748,-0.34013808,1.1251751,-2.2857149,-1.6106318,1.8564302,7.8991265,-3.0811725,0.040992804,3.3056402,-1.5848027,-2.1569881,-2.2824464,4.9861603,-1.7452232,1.9137385,-0.13135614,4.909013,-5.2924795,-0.31819677,-0.35418248,3.5745914,-1.7024624,0.2486118,-1.7763596,0.42897132,1.5130202,-2.7613704,2.8606951,-4.124525,-0.78784585,2.1859388,-0.35212466,0.5544831,0.5983449,-4.304984,-4.6842856,1.4774867,-2.2481449,-1.9109515,3.1335652,1.4864644,-2.0020776,0.4241731,2.1390388,-4.1172104,-3.755206,-1.4352725,-4.0446167,3.2450485,-1.2848059,1.1711102,10.952909,-3.3956368,1.098415,2.6483803,0.46228215,-1.8173717,3.7145638,-4.9232144,0.34595895,-2.26094,-0.6034039,-0.024450552,-6.2665486,-5.0715117,-1.5919968,2.3341248,2.3436701,1.8190031,-6.924154,-3.7132342,0.12862258,-3.0882542,-0.78673095,2.1222882,-1.7788306,-4.2016597,-6.0280914,3.9071677,-0.6981412,-0.5544082,-0.09196296,3.0588622,-2.8371627,-0.9244219,-0.6660916,-2.2657208,-2.8353648,-1.8306036,0.33698264,5.155762,-5.187491,0.53384763,-2.0336204,-3.2235289,-1.0818048,1.540773,-0.8830063,-0.15892377,6.359985,-3.7219698,6.0417204,-1.1550727,4.1786585,4.3143473,-4.646434,-1.6005553,-2.7464669,1.0034581,-4.4086175,-1.2042837,-2.7958336,-1.5825485,0.83448404,-0.52454466,-2.7914975,-1.9647124,-1.1070893,2.2359557,-0.33267066,-1.9928654,-2.2520483,3.907182,3.3070323,1.3600054,3.0529256,1.1267577,0.26422742,3.604724,-1.1397171,-3.4769711,-3.2982783,-2.0543413,2.4517858,-4.262246,3.048609,4.5519443,-1.9767301,0.7938765,3.0273082,-1.4386587,-0.6316273,-1.350047,6.8098154,0.40757263,2.0298057,-0.5949484,4.0493493,-1.7458079,-3.9533374,3.340828,1.6392554,-1.1548839,-2.8036559,-3.9204895,2.7208655,3.612778,-0.50898635,3.1906557,0.7605946,-5.836381,0.32271525,1.8831843
Ce,-1.9527,1.2764237,-3.1285262,2.1200428,-1.7362154,-1.4328523,2.9474423,0.03765523,-1.5682915,4.745851,1.112858,-1.0425274,-0.66541815,-2.8105788,1.6958345,0.34593984,0.17179036,-2.7960174,-4.804639,-0.087869436,3.0500445,2.363197,-0.5079378,0.22154795,3.7006855,-1.1368064,3.5369983,-1.6741661,-0.22862215,-3.4464867,2.9696896,-1.4231648,4.2692194,-1.0515355,-0.30984274,1.4885764,-0.4630025,-0.057856265,-0.8835309,-0.96577567,-1.8435376,0.21869102,4.5404515,0.47572818,-0.48429015,0.9238361,-2.094173,-6.091896,1.2157357,1.7935164,-0.60956573,4.594731,-0.48617032,3.3790917,-4.23714,-0.8356376,1.0480287,2.1921902,-1.1774426,0.16990699,-0.80031097,-0.86382884,1.3244128,-3.576108,2.8475313,-0.17318024,-2.3352368,4.52618,-0.08128746,2.5922728,-1.409085,-3.4071405,-4.1483965,-1.4344007,-0.7431184,-2.3205552,0.78548676,-0.963289,-2.376618,1.7246903,-1.1173477,-3.1270795,-4.1814647,2.6480467,-1.1594468,0.4833925,-2.5013545,0.96789664,6.0242004,-1.0922457,0.2765639,3.441011,-0.44564444,-1.889021,3.8625615,-5.4388356,-4.227999,0.84362787,0.51654065,2.1928518,-3.5070076,-3.0867364,-2.7501357,2.4889395,1.2873663,-2.882395,-1.8347393,-3.0963047,0.726698,-1.8824716,-2.1613111,4.90117,-1.4194174,-3.5655425,-3.4980326,0.63622576,1.3677764,0.30315703,0.63874674,3.928108,-1.366811,-5.557335,0.017953767,-3.7457237,-2.3803465,0.41061836,2.080207,7.037663,-1.590541,-1.2990098,-0.6478913,1.0168116,0.24004166,0.30227035,-2.2137854,-0.38405997,1.0173813,-1.0300206,1.2843149,-1.5601369,2.765621,3.3317258,-3.053249,-1.9751911,-1.8230119,2.0730567,-2.7066884,-0.37181282,-1.7917092,-1.4681829,0.11444185,0.06647019,-1.9615008,-2.7580938,-2.3018374,-0.47330272,0.86783725,-1.7615796,-1.1854931,2.3559294,2.5865815,2.8749976,2.933211,-0.45163926,1.7606199,1.2370933,-0.7979627,-1.401035,-3.8477132,-2.8351178,-0.62650007,-0.0309011,2.645871,4.4118004,-2.7088225,-0.78086334,3.252814,0.7326763,-3.0820003,2.055344,2.106384,3.8010013,-0.10730554,-0.5408141,-0.027697986,-2.4486508,-0.14243984,5.394403,1.7469722,-1.2708781,1.2414862,-3.3294158,1.3641102,0.070219055,-1.0858895,1.6051966,1.5421798,-4.469594,-0.5866349,2.576188
Pr,-1.7391075,1.7900819,-1.9175128,2.332926,-2.239804,-2.3125737,3.8832407,-1.9414485,-4.092594,0.046371218,1.5272255,-3.1867962,-3.3103383,1.2219696,1.5456306,0.27660218,2.1518111,-4.9850664,-3.651907,-3.39641,3.951801,-1.4625434,0.41410127,0.42259327,2.243766,-2.6268752,4.105292,0.34623432,-0.8352527,-1.9958287,3.8815084,-2.0061665,3.2298255,-2.1364942,2.2132487,1.9257208,3.0193155,0.1332629,-1.0286016,-0.5248386,-5.296724,0.5381515,5.1908913,-0.6627914,-1.396633,3.1548874,-0.7748124,-3.6226485,2.388545,3.605244,-0.000125426,1.8997198,-2.6205046,1.1029079,-1.861746,-1.7711595,-0.40831718,-1.7999682,-0.8687731,-1.8300805,-0.473038,-0.515622,-0.6928555,-0.06684897,3.5748856,-0.89016277,-3.1821578,4.4314795,-1.0263065,6.3889747,1.7925346,-3.5780697,-2.6549685,-1.9428174,0.6722818,-3.1358016,-0.5731381,1.8414663,-2.6716392,1.5805058,0.6982993,-3.2425277,-4.613954,2.7115958,-1.4430786,0.36363286,-0.23766012,1.8498756,5.735443,-2.3360355,1.0663055,2.0710192,-2.595965,0.18414593,2.066295,-2.6181583,-2.558871,0.7968531,-0.95486385,0.64812773,-2.4190056,-2.2309363,-4.2843637,0.92356354,1.8876538,0.15887731,-2.0231726,-5.286087,-3.134881,-3.1129453,-1.0688348,3.114904,-3.7861547,-4.093742,-2.3143082,2.2694595,4.6025686,1.4052011,2.1603968,-0.59674525,-4.3457046,-2.3607745,0.7068995,-3.2790504,-1.4382969,-0.85070175,3.4476433,5.202263,-2.0480075,-2.2234645,-2.3224103,-0.26667306,0.79678136,0.38742036,-0.21382862,-0.18352942,4.6567554,0.8140607,2.599895,-0.2182401,2.7299798,2.8924496,-3.2448575,-2.3549888,0.47688282,1.3507195,-3.003186,1.0915297,-0.35725257,2.6017368,0.22490235,0.6661468,-2.070605,-0.7199884,0.87982774,-0.99547654,2.0677414,0.17466582,0.1473733,3.5538602,3.2280545,1.8592029,2.3755913,0.9887418,-0.3068739,3.0554562,0.60474235,-1.0349351,-2.7198617,-3.1005085,-0.368925,-1.5493551,0.25811142,4.9179626,-1.9529271,-0.7220711,4.702975,-0.95402324,-3.0980961,1.8844615,3.3534975,1.9134629,-2.0121355,-0.26186103,4.4531207,-3.5376358,-1.3090205,2.7151513,1.1105036,-3.579262,-0.7057189,-2.5570705,0.75300235,1.9193726,-0.5919195,2.0853734,1.3552065,-2.4412243,-2.3687406,4.9174576
Nd,-3.3647788,2.8824904,-1.7849307,2.634961,-2.9957507,-0.623021,2.1621542,2.601593,-2.26197,0.74952775,-1.6676493,-3.6452534,-2.1176949,-0.70753217,1.8040924,-0.8501724,1.1478564,-2.475578,-5.714618,0.021277968,3.2779682,-0.5786433,1.1999294,1.7904502,2.0919828,1.0310261,3.5757456,1.1417975,0.92052734,-3.9857411,3.9605346,-1.3890109,2.0646434,-0.97239417,-0.45301813,0.07737436,0.9533548,-2.1180406,-2.099826,-2.2786915,-2.816283,-0.6444442,6.4347715,0.40747362,-1.6405542,2.7376382,-1.5031643,-1.8029625,-0.1555219,1.2712886,-1.250023,3.1535923,-2.2072246,2.545147,-1.6802343,-1.7204539,2.299773,3.3467448,-0.30718046,-1.0049465,-2.4833295,0.57237244,-0.8204821,1.7708199,2.773793,-2.9772334,-3.1720762,4.98158,-0.23904943,3.8877814,0.81500185,-5.228462,-3.2255268,-2.7852633,-2.4629846,-2.5779455,1.7845263,0.90496844,-2.4652216,2.3516579,-1.6050315,-3.7455266,-2.961423,0.90659267,-3.647869,-1.0212972,0.5708869,1.9208885,6.122211,-0.5774619,0.5414435,4.185498,-1.9994603,-0.064403675,3.0591993,-1.7237024,-4.0788684,-0.5808894,1.6294054,-1.2002912,-2.1879294,-4.4566717,-4.9008174,1.4198158,0.8398205,-1.4720591,-2.2914343,-5.3576236,-1.9235018,-2.389715,-1.6869786,2.101467,-2.9305718,-2.9059372,-1.8104724,1.7133569,3.9031713,-1.7513764,0.9622726,-0.2747909,-0.37612855,-4.0525703,-2.5659983,-4.3109174,-0.52282435,-0.31368047,2.4515672,6.718224,-3.4025383,-0.99681157,-1.877117,-0.3925407,-0.7949721,-1.755239,0.11174972,1.863229,3.6371214,-0.7552145,0.9465284,-0.53610075,0.7812949,5.174653,-1.7357023,-0.8841649,2.2041867,2.5004263,-3.039681,-2.614038,-2.5285268,0.57900286,-1.7057613,0.637825,-2.0288806,-0.92103267,0.89074343,-2.7335668,1.4445076,-1.1386534,-0.26007688,3.9171548,0.768116,-0.26432052,3.8149304,0.3333192,-1.0084127,2.0495598,0.8631365,-0.54640126,-1.66992,0.30164072,0.88216424,-3.4315484,-1.4438394,6.5506873,-2.7513502,-2.0662243,3.0798197,0.30226094,-3.899614,-0.06632336,1.7996739,2.0299401,-1.8649143,-0.48576522,-2.0168967,-0.468294,0.011300406,3.361504,2.3308861,-0.8905211,-0.552398,-4.394667,-0.5636769,1.727946,-0.19951847,1.8222224,4.4423027,-6.721308,-3.0275924,2.9950087
Pm,0.00301169,1.0793866,4.2696958,-0.27351028,-2.2993302,-1.7554244,3.63899,-0.66035485,0.59148145,1.798522,-2.8689442,-1.0022435,1.1755623,3.1880536,3.013538,-0.31593344,1.3442761,-1.8638,-2.210611,-2.6969402,0.7118201,-1.2956953,-1.6858356,2.5546117,3.6869857,1.3444481,3.7359693,1.2448483,-3.4584806,-1.8303578,1.7437208,-1.4059165,-0.9635182,-2.671301,-1.0708264,4.9606733,-2.2005901,0.18132119,-0.33449903,-1.8549813,2.15038,-3.3525126,2.4160662,2.573782,-4.348423,-1.7329988,-1.1658341,-5.0201783,-1.8300331,1.0588309,-1.9886405,2.8391268,2.9520543,0.2928578,-1.6308553,-1.2954296,0.2780472,-1.4633288,-0.580764,-4.1618524,-4.2855444,0.6939529,-2.0732338,1.8331403,2.6435876,-1.7756594,2.0610018,1.0498133,0.5371643,3.716174,-1.9838246,-2.106656,-1.3679823,-3.619902,2.9012432,-3.0069647,3.380793,-2.4277894,-4.854822,-2.338895,-3.1623695,-1.4554163,0.51021713,0.46721998,-2.6288328,1.0366787,1.1541933,3.125257,2.8860939,-0.35908064,-0.9292547,1.6232109,0.05874124,-1.262085,2.4604738,-3.279773,-2.2372897,-1.3523037,3.2354321,1.3410294,-1.7701215,-3.4116719,-0.53090245,1.3473941,-0.55482554,-1.9094645,-0.82886153,-3.1258304,-0.3301312,2.1243532,1.1830213,1.9287425,0.96217155,-6.5387897,-1.049421,1.1074772,3.4785438,4.730296,-0.049962062,3.0961714,-0.61522996,-3.3503087,-3.2007155,-2.3958123,-2.2430723,3.6801908,-3.774851,0.6304317,-0.18703334,-0.119746216,2.573869,-2.9653125,0.08931197,1.0775083,-1.0185634,0.46333504,-0.51330316,-3.5742233,0.07872648,2.151516,0.5735769,-1.59313,1.2574428,-0.85448,1.320961,3.5045822,1.0958717,-0.7760673,0.66907364,-3.3971584,-0.471066,-1.2697091,-1.5404937,-2.663179,0.30008757,-3.4945679,0.6078004,1.378208,-1.065159,2.7827103,-2.1907637,0.27825013,-0.34969842,0.8585059,2.6571357,0.53943706,1.624349,2.2257397,-0.23787752,-0.27713427,1.641554,2.5397131,1.1166307,0.45276365,-1.9050652,1.4359883,0.055526137,-3.4254844,0.02104176,0.43454266,-0.32813495,1.678674,-1.6623003,2.7094631,0.87322646,-1.9867765,-0.050234254,3.3471813,1.7511706,-3.151352,0.3347454,-1.2684273,0.99328464,1.4862231,-0.3739565,0.06395743,0.930535,-0.7020713,1.0249901,0.42468262
Sm,-0.73843306,1.3237811,-1.7089007,0.59277767,-0.75441635,-1.0402492,2.2642558,2.8341956,-0.80523497,2.592754,1.1199273,-3.466056,-4.694315,1.198527,0.001604789,1.333054,-0.019541511,-1.3911355,-4.877144,0.7067718,1.945574,-0.8253748,-0.56861717,0.23776685,2.7772396,-0.17948937,1.6267926,0.41866365,-1.063409,-3.0152285,4.2166643,-1.4555432,0.95939523,-1.7955405,0.25274828,0.9038629,1.5615553,-0.5620543,-1.5694027,-0.7205583,0.27689353,0.33541745,3.6164272,-2.0276506,-2.4901865,3.7975664,-2.668589,-3.0846314,1.307734,0.7844632,-0.8880116,3.3218107,-1.8648406,1.8414538,-0.3105214,-1.0975803,3.2329326,-0.62705016,1.1967326,-1.7469236,-1.8046718,0.38988057,1.7275122,0.4711511,3.768182,-3.9235687,-3.9354959,3.0670123,0.69470155,4.307085,1.561923,-4.9698477,-3.5672023,-2.7591527,-0.4315526,-0.30964255,1.935157,0.15093379,-2.0253654,-1.041943,3.173235,-2.1240942,-2.43291,-3.522708,-4.7479153,0.15931405,-1.7189788,-0.37678912,6.198672,-3.1349967,0.67405534,-0.008737544,-2.3730679,-1.9087874,4.181418,-4.426071,-2.0366569,-3.6855488,0.11780005,-1.4740329,-2.5301507,-3.9753942,-2.7646625,2.7293015,-0.410341,-0.6263898,-4.5708737,-6.076502,-0.16125278,-1.5133806,-2.6534948,2.5867407,-2.3258216,-2.7077026,-5.862853,2.4387167,4.08289,-0.47429752,-1.5632805,0.002207174,-1.707968,-3.6231103,2.812192,-2.3643012,-0.7790444,-1.1880999,0.57047844,5.840687,-2.156397,-1.4158401,-1.7312287,-1.671107,-0.34234002,1.717711,-0.39369252,3.048696,3.5265534,-4.367006,2.9389362,-1.3303609,3.6832695,2.6998796,-0.26008058,-2.2472599,1.6267853,1.8998128,-1.1728822,-3.0649254,-1.7739273,-0.8654863,-0.9610109,0.45014855,-1.4318144,-2.522686,0.81063277,-0.55540794,0.7824299,1.7637774,0.76252806,3.9975932,3.331965,-0.15705973,4.7394586,1.3069357,-0.5761158,2.3922036,-0.8967536,-2.4911392,-5.5303397,-3.6897392,0.09536343,-2.715893,1.1948723,4.109567,-2.3034987,-0.60668534,2.390526,-2.1623652,0.55870754,2.202384,4.582157,1.9300174,1.5846499,-0.9201507,1.4315383,-1.8356179,-2.4555123,3.9697104,0.687551,-2.7338812,0.691175,-4.0652547,1.4985324,2.5830166,1.8924615,3.0552602,1.4007294,-6.752571,-1.9556161,2.3429904
Eu,-1.2469122,1.4604946,-2.4596949,0.8322229,-2.7200189,-1.474477,0.72822934,0.20048776,-2.2662852,0.35128394,2.450771,-1.5306983,-3.003215,1.2983437,2.9551513,-0.22974852,2.5379455,-4.6403656,-4.3001294,0.43865058,4.671774,-0.6078582,-1.1997827,-1.5463667,3.3952415,0.33549747,0.51645005,1.7289937,-0.6556194,-2.8848498,0.23086736,0.7908818,3.163371,-0.89629817,1.2703004,1.70185,2.8974001,-1.693731,-1.5948942,-2.897411,-0.7601138,2.232742,3.2579432,-0.8339876,-2.3888311,5.778978,-1.4154968,-4.2466407,1.7664691,-1.3161005,-0.061077107,4.848644,1.7591248,3.1366045,-1.5755261,-2.4052055,-1.7460556,0.32394493,-2.121935,-4.1381264,-2.4441266,-1.9825811,-0.89716387,-1.9813409,1.8882554,-1.1305044,-3.0727906,1.9907594,0.83056176,4.504867,-0.4753044,-3.6378806,-0.77153707,-1.2535996,-1.444218,-2.5427017,-0.62127995,-2.648876,-3.5151541,2.7121449,0.8362085,-0.35123673,-3.2941823,-0.6680838,-1.6610966,-1.6591203,-0.6433755,-0.66903514,4.25377,0.96199644,0.28033492,1.9884788,-0.65711707,-2.1505675,1.7676783,-3.0449367,-3.076149,-0.9849554,1.4741822,-0.5433144,-4.279014,-0.9330821,-3.7210727,-0.17986023,0.10329649,-2.2171278,-2.2464554,-3.4866753,-0.029678222,-0.7416544,-0.050519124,4.8307095,-2.1125789,-3.6896296,-2.8247404,-0.6113206,1.8579266,0.29226017,1.578772,3.2087605,-0.5380619,-4.081333,-1.9899654,-1.461263,-1.1267045,0.44566342,-0.4552935,5.105703,-4.220348,-1.3721508,-1.9953465,-2.2139146,2.202049,-1.8921325,-3.867435,1.0033132,1.091933,-1.2315886,0.5068457,-1.1152349,-0.39273688,1.5824732,-2.1028905,-0.31600162,0.7746344,2.7540815,-1.9928228,-2.9541643,1.9638865,-0.022265926,2.4092686,0.3161575,-3.0872383,-3.417345,-3.682203,-0.4600088,1.5812805,-2.3384626,-1.177848,5.541791,1.1097538,2.7423801,3.1682765,-0.21231772,-0.45885184,0.61806273,2.4187777,-1.2893108,-3.0230715,-0.75703627,-1.8757328,-0.9174961,0.62518156,4.196866,-2.6456625,-0.38385114,2.5212748,0.948799,1.6791186,-0.72922117,2.7767487,1.3473427,1.4623454,3.1975796,1.3419582,-1.566407,-0.8535198,2.1028202,0.42376167,-2.26601,0.6482452,0.29992193,1.4492894,1.1616639,-1.5205809,3.7870626,0.30382448,-4.356833,-3.440065,0.8761335
Gd,-2.83684,2.2012818,0.118875645,3.0751967,-1.9482591,1.1061689,2.1095278,-0.32875964,-0.9386517,2.4921613,1.2122146,-2.9235368,-3.0394716,2.2660315,1.0028263,0.2914327,3.2616491,-3.174245,-4.051202,-0.7934645,2.7146246,1.1025264,-1.5956994,-0.32983753,1.8846244,-3.7211082,0.86395323,0.967613,-0.92226315,-3.5941205,3.2012033,-0.5138054,0.90543246,-2.3531978,-0.096537925,1.011436,0.27065608,0.116550155,-2.0775938,-1.0186212,-1.103804,2.078223,3.6202037,-1.7939544,-1.550303,1.5428113,-3.5165641,-2.1253939,0.89868,1.3186752,1.8164707,5.378071,-1.7329032,2.5559852,-2.5101542,-1.0646586,0.75423104,0.94483066,0.79658264,-1.0410193,0.20723537,-0.843729,-1.170142,-1.6651052,1.4104955,-2.4058237,-3.0815408,2.3269656,-1.4220941,2.7401845,0.36112842,-4.5113955,-2.8147032,-0.8968856,-0.049187545,-2.7168794,-1.2586104,-0.15265526,-2.861358,-0.27953827,0.05273447,-1.655197,-4.2942276,-0.40651417,-1.793363,-0.40614146,-1.3443762,1.9089684,3.6084998,-0.036722608,-0.7452595,3.8000293,-1.591367,-0.76476294,0.31736168,-3.4553294,-3.0086071,0.21336186,-0.8986137,-1.5605383,-3.5362453,-2.8768394,-1.7925156,-0.5490074,0.48574427,-0.7428741,-3.6395087,-2.236255,-1.5652335,-1.2768385,-1.1209772,2.9655917,-1.8596504,-3.259636,-4.5678,3.8988512,3.4935205,-2.1819162,-0.16841045,3.1846578,-1.6315869,-1.8032734,0.4073803,-1.9897457,1.0698009,-0.124543995,1.645221,3.370572,0.17880578,-0.97276723,-0.9590296,1.5950282,1.0921781,-0.3857918,-0.4906203,1.9461033,-0.2882413,-2.2923543,0.5297415,-0.08500983,0.6988625,1.9090201,-2.0232713,-1.5086997,2.1666641,1.403968,-3.3088627,-2.2620285,0.68653494,0.63759124,0.051242042,1.0544664,-1.8181206,-4.228002,-0.39305177,-1.4307797,1.8744355,-1.3757384,-0.5967587,4.3883944,4.135315,1.6813239,2.2359514,2.056803,-0.3128354,0.19952102,-0.12489798,-1.6242721,-3.268371,-2.1151402,-1.8482025,-1.1526308,-0.3559406,5.02535,-1.1242356,-1.5034056,3.319961,-0.7599237,-1.1874121,-0.24422652,2.9887564,4.359395,-1.9898711,2.947992,1.7495989,-2.4763446,-0.1001649,2.5583303,2.1216786,-0.83712584,-0.7119324,-3.2242625,-0.9094763,0.48613885,0.012051683,1.0827417,5.1378293,-3.7420316,-0.2153104,2.4160013
Tb,-0.4538071,0.98796964,-3.4508398,1.6999516,-0.43854797,-3.1000712,3.6208532,-1.1137081,-1.9349575,2.9150598,0.4663239,-1.3077136,-2.994138,0.40034962,0.663824,-2.4299917,2.3916514,-4.1540256,-3.9268851,-0.5571575,2.6896696,-0.38541698,-0.32091913,-1.5186123,2.1535625,-0.83277345,0.8766975,0.60320675,0.83292437,-4.543083,2.1782882,0.033722624,4.7853765,-2.810293,-0.34603596,0.10537012,4.0792346,-0.49640188,0.100751296,1.015422,-2.388426,1.2138844,5.4117775,-0.14742738,-0.18815339,1.3527164,-2.5277545,-3.5816648,0.9589873,-0.9471995,-1.431841,4.3060093,-1.1007569,3.978355,-3.28892,-1.8522032,0.1977211,0.87113416,-0.20835118,-1.4495404,-0.9024659,-1.8310591,1.4151901,0.08042821,4.1056876,-2.2385464,-2.8251476,2.0128047,-0.4171594,5.1601257,3.5668135,-1.9369248,-2.813465,-1.4536558,-0.18612432,-4.0216894,-0.3305606,1.0967759,-2.5983307,1.8106635,1.6798012,-4.265857,-4.538479,3.1300905,-2.3471038,-0.9681923,-0.47956437,-0.6867982,6.3610682,0.30916366,1.8057101,-0.3186971,-2.6744943,-4.2094545,1.9988186,-4.456232,-3.150609,-1.416486,-1.0896113,-0.89152205,-2.4356205,-5.9044204,-0.8367945,0.9693435,-0.40995878,-1.5337064,-2.7111938,-3.8365848,-2.3124788,-1.2830272,-3.7415557,1.5716649,-1.2645257,-3.1544425,-0.4954623,1.728432,4.665337,-0.7527641,-1.2795645,2.067496,-1.82755,-3.830387,-1.279626,-3.8475566,0.96487916,0.36303577,2.4592,5.7197413,-2.1201077,-2.790662,-1.7616726,-0.8904129,1.495248,-0.45962673,-0.61891353,2.9970648,0.7148606,-3.4162037,2.298782,-2.6711879,2.9917157,1.3391157,-1.9235642,-2.9110818,-0.20467444,0.87803674,-0.88062763,-1.3499856,0.119944625,-0.76057863,0.1599845,2.0174558,-0.17605954,-1.7441425,-0.81449467,-3.3520644,0.47153255,-1.974438,-0.5011042,4.4693666,2.7466166,0.57575905,2.925483,2.8499796,-1.362338,2.3589227,0.12789878,1.472525,-2.9060133,-1.3601304,1.2696803,-1.9592793,-1.2992061,2.6125808,-1.7668463,0.39716595,2.4894943,-0.32259145,-1.5554621,-1.3417639,3.0772235,2.943434,-0.99138147,0.17077194,1.5619932,-2.7067473,0.26809177,4.924028,2.2438967,0.5817784,0.21335304,-2.6270704,-1.3252826,0.3841672,0.09696433,4.4089055,2.1876724,-4.089071,0.8315663,2.0983365
